artistID	name	freq	listeners
2787	Whitesnake	42	1129756
1394	The Chemical Brothers	42	2245194
223	Band of Horses	42	1718612
1185	Alesana	42	513479
437	She & Him	42	779713
1451	Girlicious	42	237844
96	Fleetwood Mac	42	2140231
3859	Daughtry	42	1170683
712	Dire Straits	42	2134333
1409	Calvin Harris	42	2180820
3201	Kate Bush	42	1153861
63	Enigma	41	1003616
545	Flo Rida	41	2128404
998	Orchestral Manoeuvres in the Dark	41	747501
693	Hey Monday	41	446710
2786	Janis Joplin	41	1404435
2542	My Bloody Valentine	41	902018
84	Cut Copy	41	1152429
607	Jethro Tull	40	1056125
768	Enter Shikari	40	631794
208	Babyshambles	40	940930
928	Helloween	40	655065
2265	Simon & Garfunkel	40	2363120
1609	Lykke Li	40	1572732
1556	Joss Stone	40	1034311
1810	Def Leppard	40	1099656
630	Neil Young	40	1747928
1458	Miranda Cosgrove	39	278783
215	Jeff Buckley	39	1592078
1384	The Verve	39	2047307
953	Arch Enemy	39	651152
1052	Pink	39	812524
45	Mindless Self Indulgence	39	577290
405	The Rasmus	39	765656
283	Ana Carolina	38	183196
1633	Fleet Foxes	38	1617066
192	Elton John	38	2494684
420	The Kills	38	1139467
4814	Natalia Kills	38	595094
1089	Suede	38	810004
2342	Dio	38	922359
2352	Creed	38	1387992
641	Laura Pausini	38	343535
952	Skid Row	38	751109
1383	Imogen Heap	38	1417084
3280	Cocteau Twins	38	657182
487	The Birthday Massacre	38	295033
1976	The Black Keys	38	2150871
1453	Selena Gomez	37	969863
602	Iron & Wine	37	2070830
962	The Cardigans	37	1665136
1339	Sonata Arctica	37	625359
374	宇多田ヒカル	37	364700
279	Brandy	37	856171
2661	Anberlin	37	855922
949	Death	37	466839
1452	Willow Smith	37	649005
375	浜崎あゆみ	37	278623
1413	Genesis	37	1304685
370	Katatonia	37	488423
4262	Taking Back Sunday	36	1247591
362	A Fine Frenzy	36	731182
1444	Akon	36	1993291
2608	City and Colour	36	973322
1886	Gary Numan	36	592364
955	Epica	36	523069
954	Kreator	36	454112
444	múm	36	732154
2179	50 Cent	35	2637382
2582	Foals	35	1439418
3110	Fiona Apple	35	1364126
2137	Two Door Cinema Club	35	1688845
453	Silverchair	35	956296
433	Broken Social Scene	35	1436355
629	of Montreal	35	1108981
2834	Lynyrd Skynyrd	35	1914624
856	Soundgarden	35	1877007
501	Angels & Airwaves	35	868012
993	Simple Minds	35	1102019
3258	The Shins	35	2337308
2840	Dashboard Confessional	35	1212938
3470	Rainbow	35	861913
2977	Kris Allen	35	268683
170	Mew	35	684832
1416	George Harrison	35	1286388
3317	Drake	34	3365841
1892	Eurythmics	34	1465947
3373	Plain White T's	34	1435633
507	Saosin	34	637726
1188	Asking Alexandria	34	450168
1046	New Found Glory	34	1074597
1009	Tiësto	34	1628146
171	Stereophonics	34	1605818
1755	Chico Buarque	33	386526
846	Lamb of God	33	995369
407	Akira Yamaoka	33	348013
710	Black Label Society	33	641608
1814	Sex Pistols	33	1159511
309	Danity Kane	33	522699
1988	The Subways	33	954665
1681	Charlie Brown Jr.	33	235130
1449	Pitbull	33	1980193
932	Matanza	33	135600
183	Jamiroquai	33	1628593
1520	The Hives	33	1474733
7324	Empire of the Sun	33	1305342
2855	Cream	33	1834509
153	De/Vision	33	181260
2544	KT Tunstall	33	1301243
705	Engenheiros do Hawaii	33	196956
1853	blessthefall	32	538321
1013	Ultravox	32	527618
601	Prince	32	1698591
1351	Tenacious D	32	1697136
1061	Recoil	32	163413
4562	Jason Derülo	32	1863206
4821	NOFX	32	1067724
1510	Black Rebel Motorcycle Club	32	1241556
2025	Simon Curtis	32	247760
75	Camouflage	32	233307
755	65daysofstatic	32	562194
2379	Trivium	32	995702
3739	Hole	32	922795
3081	Sara Bareilles	32	1374045
605	Beastie Boys	32	2252805
305	Katharine McPhee	32	314104
4704	Ladyhawke	32	709653
30	And One	32	223927
730	Eagles	31	2056393
492	Funeral for a Friend	31	670781
1795	Sting	31	1783320
1601	Anastacia	31	700375
1114	Tarja	31	340738
1181	Silverstein	31	711063
1123	Johann Sebastian Bach	31	1520630
1216	Mastodon	31	818526
877	Alphaville	31	823490
1411	King Crimson	31	502140
2607	The Script	30	1663375
1534	The Sisters of Mercy	30	498574
261	Marisa Monte	30	358517
722	ATB	30	864275
5079	Emilie Autumn	30	304933
1463	Amy Macdonald	30	891851
1130	Ludwig van Beethoven	30	1829268
2548	Wanessa	30	263423
2624	Frank Zappa	30	770743
539	Gossip	30	959243
968	Armin van Buuren	30	1105889
875	Bauhaus	30	609909
3475	Wolfmother	30	1502762
445	Bon Iver	30	1968442
3616	Brand New	30	1229828
278	2Pac	30	2182181
717	Electric Light Orchestra	29	1472852
609	Nick Drake	29	1412174
1019	Yazoo	29	572177
4079	Wilco	29	1312875
1475	Ricky Martin	29	729113
459	*NSYNC	29	944739
2535	LCD Soundsystem	29	1611861
69	Sade	29	1248877
1964	Deerhunter	29	828871
490	Seether	29	1604430
1700	Clint Mansell	29	842306
2938	Echo & The Bunnymen	29	998231
2102	倖田來未	29	136249
3502	Róisín Murphy	29	733258
1167	Antony and the Johnsons	29	764768
434	Spoon	29	1528545
3171	James Morrison	29	1429510
3693	Grizzly Bear	29	1374337
1775	Cássia Eller	28	259197
2524	Mando Diao	28	868267
2637	Sublime	28	1741023
1527	Anthrax	28	866110
3902	CocoRosie	28	824285
1121	Wolfgang Amadeus Mozart	28	1576863
4177	Switchfoot	28	895183
2801	High School Musical	28	321320
1198	We The Kings	28	651521
620	Pulp	28	1144311
3397	Heidi Montag	28	336670
1191	Hadouken!	28	457747
2018	September	28	535043
245	Bob Marley & The Wailers	28	1913608
821	Amon Amarth	28	579866
231	Devendra Banhart	27	1028268
267	Nas	27	1938905
1041	Gloria	27	113427
610	Miles Davis	27	1513773
3417	Ulver	27	367140
2139	Beach House	27	1202305
1707	Dead Can Dance	27	496686
1241	Skank	27	245125
530	Alphabeat	27	464626
2006	Pain of Salvation	27	299356
3404	Sky Ferreira	27	616983
786	Mandy Moore	27	572940
2815	Maxïmo Park	27	1050336
1874	Hoobastank	27	1780081
4118	The Postal Service	27	1831822
1079	Billy Idol	27	1240842
3427	Goo Goo Dolls	26	2070360
805	Parkway Drive	26	594949
174	Infected Mushroom	26	768438
612	Talking Heads	26	1604406
15	Dimmu Borgir	26	497144
25	Cradle of Filth	26	596147
980	Yelle	26	650274
2616	Nouvelle Vague	26	984390
792	Thalía	26	274746
922	Bruce Dickinson	26	375762
1943	Flying Lotus	26	757537
3324	安室奈美恵	26	146384
6453	The Academy Is...	26	753075
241	Toni Braxton	26	915397
2614	Razorlight	26	1440835
1105	Jack's Mannequin	26	698378
674	Darin	26	170781
1182	The Red Jumpsuit Apparatus	26	966050
186	Blackfield	25	248288
2668	Amon Tobin	25	858062
1427	Stevie Wonder	25	2142237
1081	Ace of Base	25	954685
3466	Sarah McLachlan	25	1401638
2901	ZZ Top	25	1412732
510	P.O.D.	25	1365756
307	Kate Voegele	25	260465
1038	The Maine	25	609746
181	Paradise Lost	25	398739
1505	Natalie Imbruglia	25	1185624
936	Kamelot	25	437522
1787	UNKLE	25	1099932
2044	Sarah Brightman	25	618844
2783	Lenny Kravitz	25	1793858
910	John Williams	25	1198537
3097	Matchbox Twenty	25	1372165
1957	Pavement	25	1023929
1201	Cute Is What We Aim For	25	586000
447	Manu Chao	25	1126687
1545	Raimundos	25	172380
3259	Blonde Redhead	25	808493
810	All That Remains	25	812246
1428	Dulce María	25	58868
2121	OK Go	25	1260750
823	August Burns Red	25	577556
3400	Jet	25	1748232
253	Bryan Adams	25	1762275
644	Inna	25	585303
61	Talk Talk	25	632560
1745	Apparat	25	585884
1366	W.A.S.P.	25	480589
1790	Archive	24	660084
2990	Shontelle	24	458914
3488	Corinne Bailey Rae	24	1176412
924	Angra	24	277440
3767	The Horrors	24	701072
1947	Neutral Milk Hotel	24	1268530
1766	Little Joy	24	262831
479	Westlife	24	620758
1852	Red	24	751035
708	Capital Inicial	24	204784
1519	Ryan Adams	24	1192295
2091	4minute	24	141371
947	Testament	24	534016
9	Combichrist	24	285186
107	Burial	24	839020
1958	The Flaming Lips	24	1717797
4828	Forfun	24	129207
744	Autechre	24	524709
2092	소녀시대	24	234179
3302	Phil Collins	24	1815069
1425	David Gilmour	24	556537
3173	Ivete Sangalo	24	192047
1183	You Me At Six	24	644147
812	Dark Tranquillity	24	452079
2923	Lupe Fiasco	24	2006474
3078	Relient K	24	720043
5149	Uffie	24	463373
1035	Breathe Carolina	24	550726
6120	CPM 22	23	132065
1807	The Runaways	23	367126
945	Journey	23	1684336
1222	Venetian Snares	23	391374
3768	Soft Cell	23	901148
2380	Godsmack	23	1479986
2744	Machine Head	23	878602
2595	Slash	23	439304
211	The Decemberists	23	1514818
886	Dragonette	23	467852
2130	Brandon Flowers	23	469575
3333	The Distillers	23	476297
806	Soilwork	23	501547
3763	The Corrs	23	822398
2794	Alter Bridge	23	820564
3332	Sandy e Junior	23	97607
2444	Billy Joel	23	1766090
2226	Snoop Dogg	23	2484826
4675	Camel	23	363851
2498	Basshunter	23	695488
400	2NE1	23	229799
1298	Apoptygma Berzerk	23	248143
2959	Eyes Set to Kill	23	335564
4316	Tricky	23	1091630
3501	Mylène Farmer	23	287314
7340	Jay Sean	23	980990
52	Morcheeba	23	1271715
2600	We Are Scientists	23	1232738
515	Clan of Xymox	22	216442
5926	The Sounds	22	597333
785	Fear Factory	22	652680
98	Japan	22	301850
3481	Yes	22	1100873
1193	Mayday Parade	22	726898
421	Móveis Coloniais de Acaju	22	112576
1833	Nina Simone	22	1789420
5150	Janelle Monáe	22	648329
1714	Oomph!	22	402046
1977	The Raconteurs	22	1256534
1295	VNV Nation	22	313983
860	Stone Temple Pilots	22	1539503
621	The Album Leaf	22	858476
1196	Suicide Silence	22	416939
1709	Brian Eno	22	1110807
1936	Jennifer Hudson	22	611232
235	Eels	22	1493989
2370	Amorphis	22	432702
2632	Rufus Wainwright	22	1070924
2220	Aaliyah	22	1085784
1596	Christina Milian	22	579035
977	At the Drive-In	22	682121
8589	Frankmusik	22	284517
3462	[unknown]	22	2753941
262	Mary J. Blige	22	1305777
2619	VersaEmerge	22	134249
4616	Jamie Cullum	22	1044089
575	Aretha Franklin	22	1746720
1429	Christian Chávez	22	24174
845	The Dillinger Escape Plan	22	434352
4435	The Bravery	22	1163870
1100	Chiodos	21	515004
1804	T. Rex	21	1031506
246	Adriana Calcanhotto	21	263094
1778	Eddie Vedder	21	970655
2407	Stars	21	1111930
2835	Serj Tankian	21	811258
946	Avantasia	21	355372
297	David Cook	21	272733
6217	The Radio Dept.	21	573267
1643	Dave Matthews Band	21	1370690
1338	HammerFall	21	534632
1401	deadmau5	21	1526959
4025	The Presets	21	604498
3046	Zемфира	21	297335
189	Poets of the Fall	21	497753
1040	Forever the Sickest Kids	21	572183
3444	Dead Kennedys	21	801803
1200	Story of the Year	21	842498
874	Roxy Music	21	823787
880	Nitzer Ebb	21	173154
322	Ashanti	21	797861
3489	Michelle Branch	21	763813
5000	Take That	21	827509
1192	Four Year Strong	21	477106
426	Rilo Kiley	21	993201
4251	The Yardbirds	21	1012561
2439	Rascal Flatts	21	859564
1914	The 69 Eyes	21	325059
1350	Edguy	21	345551
5988	Nelly	21	1900428
1824	Zero 7	21	1447619
5416	Os Mutantes	21	381378
2821	The Dead Weather	21	717788
1645	Rancid	21	913738
85	Spandau Ballet	21	663547
1905	Shinedown	21	1158861
2940	Dead by April	21	425516
4087	Raul Seixas	21	223471
3741	Cazuza	21	205440
4566	Amerie	21	743474
2580	Biffy Clyro	21	896681
1511	Paolo Nutini	21	1115136
205	Andrew Bird	20	1204007
3109	Sneaker Pimps	20	840081
2206	Chevelle	20	1085560
3279	The Jesus and Mary Chain	20	831705
356	Brad Paisley	20	844906
1678	BrokeNCYDE	20	227315
616	Squarepusher	20	579299
769	Isis	20	432260
1300	Blutengel	20	180145
202	CAKE	20	1623317
585	Chuck Berry	20	1417482
5547	Passion Pit	20	1665242
2716	DJ Shadow	20	1288254
4385	Hellogoodbye	20	817606
3940	Riverside	20	352754
2797	Mr. Big	20	545455
3227	Wu-Tang Clan	20	1418441
1747	Ólafur Arnalds	20	764868
1364	Exodus	20	366534
4115	The Vines	20	946634
2956	Adema	20	801537
1150	Leonard Cohen	20	1403883
4180	Europe	20	1055332
1547	Hatebreed	20	498873
1990	Fever Ray	20	846512
3186	Vive la Fête	20	283460
1281	Cannibal Corpse	20	420737
1343	Queensrÿche	20	440088
1969	Prefuse 73	20	462137
5605	植松伸夫	20	399303
1203	Skinny Puppy	20	326295
258	Tina Turner	20	978850
682	Lights	20	444481
1863	Hollywood Undead	20	865286
2838	Manowar	20	623015
2446	Howard Shore	20	875170
100	ABC	19	430364
1858	Thrice	19	825469
3393	Sandy Leah	19	37639
3769	Shiny Toy Guns	19	631324
239	Keyshia Cole	19	682171
4179	Staind	19	1514383
840	Millencolin	19	628681
1627	J Dilla	19	563469
1764	Caetano Veloso	19	520634
4189	Alkaline Trio	19	824063
4271	Burzum	19	357934
1112	Frédéric Chopin	19	1230651
6724	John Frusciante	19	693510
1261	Sodom	19	253731
3707	Ratatat	19	933582
66	Faithless	19	1368686
4716	Vanessa da Mata	19	341956
2051	Josh Groban	19	480165
3028	Converge	19	389898
965	Bush	19	1210015
519	Static-X	19	1150127
937	Stratovarius	19	472461
1486	Santigold	19	1098390
834	Five Finger Death Punch	19	996260
2131	Dirty Pretty Things	19	723663
1979	Cypress Hill	19	1465922
956	Yngwie Malmsteen	19	390683
818	36 Crazyfists	19	414867
12	Behemoth	19	400444
5844	Jefferson Airplane	19	1550419
57	Thievery Corporation	19	1453054
2392	Jessie James	19	153255
942	Iced Earth	19	492646
2667	The Flashbulb	19	317197
4923	Alexandre Desplat	18	563694
3281	The B-52's	18	748365
3398	+44	18	635865
1659	Cine	18	54930
312	Cassie	18	699313
2936	A Flock of Seagulls	18	616215
5749	Restart	18	54327
3319	Diana Vickers	18	182967
727	Era	18	541479
3244	Deathstars	18	275253
1450	Kristinia DeBarge	18	256825
2463	Boston	18	1278045
7639	Mudvayne	18	1097005
2576	Protest The Hero	18	267626
2013	Blue Öyster Cult	18	1110979
4165	Poison	18	764915
8710	Moptop	18	93716
2469	Peter Gabriel	18	1149361
2210	Attack Attack!	18	262129
266	Erykah Badu	18	1045204
2030	Coil	18	255691
3460	Sheryl Crow	18	1248877
3378	Jorge & Mateus	18	101314
1197	Senses Fail	18	686997
1517	The Wombats	18	1172072
1602	Shayne Ward	18	244896
2543	Lolene	18	107224
1954	Yeasayer	18	836091
419	Tokyo Police Club	18	822934
2369	Type O Negative	18	432242
4155	Die Ärzte	18	429121
86	Katie Melua	18	886799
6151	Stars of the Lid	18	420710
989	The Donnas	18	331250
2629	Elvis Costello	18	977199
454	Jónsi	18	413383
2691	Telefon Tel Aviv	18	338733
3988	Mesh	18	164453
617	The Roots	18	1386726
2546	Vanessa Carlton	18	904893
2988	Maria Gadú	18	130903
2775	dredg	18	435179
5414	Camera Obscura	18	829372
54	Hooverphonic	18	992254
1689	Bowling for Soup	18	936415
4260	Julieta Venegas	18	383522
891	Jewel	18	854517
1868	A Skylit Drive	18	382282
2022	Melanie C	18	483921
7056	B.B. King	18	951151
3364	Fugazi	17	603502
1963	MF DOOM	17	596374
1797	Guano Apes	17	972251
975	Santana	17	1570984
1857	YUI	17	184716
565	Howlin' Wolf	17	609053
1051	Alesha Dixon	17	326287
4474	Luan Santana	17	96283
3084	Sick Puppies	17	753344
2738	Bloodhound Gang	17	1553435
3884	Slowdive	17	600493
1134	Agalloch	17	308395
1806	Syd Barrett	17	530279
427	The Cribs	17	734110
460	Noize MC	17	245386
6773	Say Anything	17	674534
2961	Pain	17	358809
2839	Automatic Loveletter	17	215127
892	Dixie Chicks	17	682640
837	Eluveitie	17	346699
2247	Dr. Dre	17	2322543
4069	The Dandy Warhols	17	1168850
1944	The Mountain Goats	17	678865
5249	Alejandro Sanz	17	343802
1164	The Magnetic Fields	17	734949
68	Icehouse	17	137422
1202	Melvins	17	389151
463	Savage Garden	17	912812
